,ID,Name,School_ID,School,Division,Fr_PR,So_PR,Jr_PR,Sr_PR,Grad_Yr
871,833684,Kyle Kling,20755,Coastal Carolina,Big South,871.32,870.98,897.47,897.09,2012
872,654493,Neal Darmody,20945,High Point,Big South,884.25,910.93,887.96,917.4,2012
874,689188,Jonathan Peterson,21485,UC Davis,Big West,865.0,878.93,843.25,828.43,2012
877,805469,Brett Matejka,21486,UC Irvine,Big West,915.7,907.69,896.57,875.42,2012
879,834796,Brandon Shirck,20694,Cal Poly SLO,Big West,892.85,908.77,882.05,880.97,2012
882,819666,Steven DeCastro,21044,Long Beach State,Big West,925.78,896.17,886.96,907.1,2012
891,837130,Nick Kelley,21044,Long Beach State,Big West,937.81,877.5,912.53,961.42,2012
892,843311,Michael Mainguy,21481,Tulane,C-USA,1058.62,988.3,981.1,988.8,2012
894,678213,Kelly Carmichael,21195,North Carolina-Wilmington,Colonial (CAA),941.84,911.8,908.02,918.01,2012
895,678197,Cameron Shaver,21195,North Carolina-Wilmington,Colonial (CAA),937.36,914.8,899.55,925.88,2012
897,678482,Joe Stilin,21270,Princeton,Heps,875.35,889.22,862.34,818.36,2012
900,627608,Michael Vido,21254,Penn,Heps,953.63,906.24,895.82,930.05,2012
901,671115,Madison Roeder,20687,Butler,Horizon,923.67,883.3,909.32,874.92,2012
902,676429,Sam Kehoe,20970,Illinois-Chicago,Horizon,932.94,909.4,898.6,893.86,2012
903,946578,Nick Fagan,21498,Valparaiso,Horizon,1001.93,952.43,948.94,942.09,2012
904,666190,Matthew Hassett,21052,Loyola (MD),Metro Atlantic (MAAC),971.09,943.62,992.97,993.27,2012
906,950807,Jon DeWitt,21470,Toledo,Mid-American (MAC),973.75,889.15,882.89,892.7,2012
908,674058,Craig Padgett,20974,Indiana State,Missouri Valley (MVC),896.43,888.72,898.56,877.19,2012
909,674635,Neal Anderson,21373,Southern Illinois-Carbondale,Missouri Valley (MVC),898.16,874.74,881.94,879.6,2012
911,688983,James Walmsley,20583,Air Force,Mountain West (MWC),876.26,836.56,840.17,832.87,2012
912,2655758,Jared Ward,20690,BYU,Mountain West (MWC),850.06,839.51,817.03,814.74,2014
913,2566841,Tylor Thatcher,20690,BYU,Mountain West (MWC),865.36,842.91,831.11,857.66,2014
915,688868,Christopher Mills,21402,St Francis U (PA),Northeast (NEC),902.75,910.79,866.18,864.7,2012
917,710703,Matt Feldhake,20841,Eastern Illinois,Ohio Valley (OVC),953.58,912.12,898.79,917.11,2012
921,687982,Chris Derrick,21424,Stanford,PAC-10,809.98,811.67,809.74,817.55,2012
923,719182,Luke Puskedra,21242,Oregon,PAC-10,843.45,843.62,842.62,841.03,2012
929,689155,Benjamin Johnson,21424,Stanford,PAC-10,866.64,849.89,867.32,867.08,2012
930,820987,Kevin Havel,21424,Stanford,PAC-10,889.2,881.64,871.89,880.49,2012
931,1469245,Zach Torres,21490,UCLA,PAC-10,878.64,911.43,896.93,949.53,2014
935,636396,Lane Boyer,20619,Arkansas,Southeastern (SEC),880.56,884.24,890.13,841.84,2012
936,927962,Kyle Rewick,21499,Vanderbilt,Southeastern (SEC),962.5,947.42,952.49,889.34,2012
939,707604,Sean Soderman,20615,Appalachian State,Southern (SoCon),915.95,906.87,862.16,875.2,2012
940,719079,Michael Morris,21460,Texas State,Southland (SLC),930.87,924.51,914.98,890.68,2012
943,604052,Barrett Kerth,20621,Arkansas-Little Rock,Sun Belt,977.24,943.47,922.4,925.8,2012
949,840779,Austin Jones,21335,Santa Clara,West Coast (WCC),955.4,919.12,890.15,886.56,2012
950,677488,Andrew Walker,20911,Gonzaga,West Coast (WCC),909.75,1004.49,881.05,892.44,2012
954,820970,Jeremy Grace,21327,San Francisco,West Coast (WCC),921.93,922.38,895.07,917.65,2012
955,820981,Thomas Estrada,21327,San Francisco,West Coast (WCC),892.84,920.49,903.89,933.42,2012
956,870910,Tyler Alvarez,21327,San Francisco,West Coast (WCC),912.02,912.52,901.16,937.31,2012
960,692348,Markus Geiger,20964,Idaho,Western (WAC),893.58,912.91,861.83,885.96,2012
961,879338,Daniel Howell,21496,Utah State,Western (WAC),887.91,886.24,866.98,912.85,2012
964,720332,Chris Lemon,20809,Dayton,Atlantic 10,893.69,862.62,866.54,899.0,2011
965,720334,Matt Lemon,20809,Dayton,Atlantic 10,879.61,866.25,884.47,926.2,2011
972,637715,Steven Murray,21002,Kennesaw State,Atlantic Sun,998.19,939.2,929.83,926.15,2011
974,719251,Landon Peacock,21576,Wisconsin,Big 10,848.38,847.45,834.73,822.9,2011
984,9114173,Robert Gibson,20668,Boston University,Big 12,919.2,864.09,849.94,888.54,2013
985,275870,Nick Caprario,20996,Kansas,Big 12,905.97,917.69,876.25,875.61,2011
988,626627,Daniel Jackson,21219,Notre Dame,Big East,862.79,876.16,841.43,877.84,2011
990,640052,Brice Cleland,21072,Marquette,Big East,915.37,882.91,888.25,890.85,2011
991,1039693,Matt Abernethy,21219,Notre Dame,Big East,915.62,912.62,902.78,891.93,2011
999,678773,Mark Hopely,21033,Liberty,Big South,920.93,923.31,931.08,916.7,2011
1002,805534,Victor Bonilla,21486,UC Irvine,Big West,942.54,947.83,893.65,873.29,2011
1018,270763,Adam Kollgaard,21341,Seattle University,Great West,992.98,923.52,919.51,920.28,2011
1019,270759,Hans Heitzinger,21341,Seattle University,Great West,963.66,921.6,922.24,923.44,2011
1026,904953,Evan Firestone,21594,Wright State,Horizon,976.94,942.93,943.29,901.0,2011
1027,671117,Matt Lawder,20687,Butler,Horizon,935.34,888.32,899.41,915.0,2011
1029,662461,Joel Hartenberger,21498,Valparaiso,Horizon,994.83,971.38,958.49,977.71,2011
1032,10841606,Ridge Robinson,21228,Ohio,Mid-American (MAC),908.89,943.27,890.07,855.84,2011
1034,720357,Joel Kozlesky,21470,Toledo,Mid-American (MAC),1009.03,1018.7,995.12,995.23,2011
1037,674008,Matt Mroczynski,20968,Illinois State,Missouri Valley (MVC),865.42,870.4,905.7,884.32,2011
1042,689106,Brandon Hebbert,20690,BYU,Mountain West (MWC),874.41,848.37,862.27,875.36,2011
1046,688945,Jason Lumpkin,21370,Southeast Missouri State,Ohio Valley (OVC),928.27,916.16,902.68,874.78,2011
1050,689157,Elliott Heath,21424,Stanford,PAC-10,849.59,822.59,809.75,806.14,2011
1053,687986,Jacob Riley,21424,Stanford,PAC-10,867.62,866.71,828.65,819.49,2011
1056,689133,Daniel Mercado,21242,Oregon,PAC-10,853.73,849.75,854.23,843.48,2011
1057,689158,J.T. Sullivan,21424,Stanford,PAC-10,873.1,876.02,834.1,843.58,2011
1059,692490,Ben Engelhardt,20618,Arizona State,PAC-10,864.66,889.9,874.87,859.24,2011
1060,800933,John Carley,21493,USC,PAC-10,1078.18,909.32,891.91,863.6,2011
1061,692536,Kenneth Klotz,21242,Oregon,PAC-10,871.1,854.22,876.0,864.31,2011
1066,271199,Cameron Quackenbush,21523,Washington,PAC-10,920.24,889.91,890.34,877.75,2011
1068,692595,Kari Karlsson,21484,UC Berkeley,PAC-10,888.65,846.61,841.99,891.18,2011
1071,706776,Emmanuel Bor,20585,Alabama,Southeastern (SEC),834.39,825.84,823.15,835.99,2011
1078,662942,Eloy Zertuche,21455,Texas A&amp;M-Corpus Christi,Southland (SLC),944.85,940.19,907.93,979.09,2011
1079,276443,Marshall Kambestad,21365,South Dakota State,Summit,894.9,920.03,885.99,875.04,2011
1080,645560,Shadrack Koech,21240,Oral Roberts,Summit,903.69,888.04,887.35,929.04,2011
1083,639198,Tom Gienapp,21223,Oakland University,Summit,989.6,953.3,970.02,1020.85,2011
1095,687972,Scott Olberding,21265,Portland,West Coast (WCC),977.27,956.09,934.49,924.1,2011
1098,273673,Scott Donahue,21053,Loyola Marymount,West Coast (WCC),925.33,936.88,933.3,965.14,2011
1099,840781,Chris Mosier,21335,Santa Clara,West Coast (WCC),961.39,940.4,923.83,972.67,2011
1112,666370,Chris Rombough,21117,Minnesota,Big 10,850.0,884.78,834.37,828.8,2010
1122,679875,Kiel Uhl,20981,Iowa State,Big 12,864.45,848.65,835.87,832.57,2010
1127,778693,Andrew Bumbalough,20898,Georgetown,Big East,862.77,835.92,821.47,826.17,2010
1128,717025,Daniel Busby,21442,Syracuse,Big East,879.73,855.06,926.29,837.65,2010
1129,930918,Levi Miller,20898,Georgetown,Big East,836.96,837.63,856.18,841.05,2010
1135,914340,Tom Webb,21272,Providence,Big East,910.84,895.52,852.24,895.54,2010
1158,693609,Duriel Hardy,20680,Brown,Heps,895.32,861.24,851.83,845.72,2010
1169,665713,Riak Mabil,20719,Central Michigan,Mid-American (MAC),955.95,920.55,897.94,863.03,2010
1170,720676,Paul Krebs,21101,Miami (OH),Mid-American (MAC),916.97,897.56,898.28,888.78,2010
1180,677331,Matt Williams,20583,Air Force,Mountain West (MWC),918.28,887.42,871.35,878.0,2010
1245,9114173,Robert Gibson,21452,Texas,Big 12,919.2,864.09,849.94,888.54,2013
1279,270759,Hans Heitzinger,21341,Seattle University,Independent,963.66,921.6,922.24,923.44,2011
1280,270763,Adam Kollgaard,21341,Seattle University,Independent,992.98,923.52,919.51,920.28,2011
1290,676348,Scott Reed,21560,Wichita State,Missouri Valley (MVC),905.84,895.21,891.51,905.02,2009
1300,9136274,Galen Rupp,21242,Oregon,PAC-10,839.2,854.02,848.03,826.41,2009
1316,662941,Edward Kemie,21455,Texas A&amp;M-Corpus Christi,Southland (SLC),943.04,904.32,897.83,928.23,2009
1322,688531,Kevin MacDonald,21223,Oakland University,Summit,954.42,943.56,948.27,947.7,2009
1325,273678,Trevor Wiseman,21053,Loyola Marymount,West Coast (WCC),926.0,898.57,887.71,881.85,2009
1352,1428068,Josh McDougal,21033,Liberty,Big South,863.46,840.22,800.43,817.13,2008
1362,878353,Angel Ramirez,21464,Texas-Rio Grande Valley,Independent,977.55,983.07,922.02,938.67,2009
1390,273675,Jonathan MacNeil,21053,Loyola Marymount,West Coast (WCC),963.1,933.36,914.68,911.23,2008
1392,1034511,Greg Geldman,21488,UC San Diego,West Coast (WCC),956.66,938.19,944.48,961.63,2009
